title,artist,album,url,description,release_year,fetch_date,mb_recording_id,mb_work_ids,composer,matched_title,matched_artist,match_score,artist_country
Ñucallajta,Proyección,Ámame (Folklore Andino),https://www.youtube.com/watch?v=SeMeKsRY7WU,,,2026-04-18 23:06:41,ba7069d7-28d9-4ad7-b2aa-433bb5757bed,,,Nucallajta,Sukay,,XW
Ecuador San Juanito,Ecuador Manta,Alegrando El Alma,https://www.youtube.com/watch?v=IXVUwOqt5XE,,,2026-04-18 23:06:41,fee978b0-38d7-4d22-8e0a-ddc3ebb061dc,,,Ecuador San Juanito,Ecuador Manta,,
Naupa Llacta,Ecuador Causary,Music From The Andes,https://www.youtube.com/watch?v=Y75gLE0ihyA,,,2026-04-18 23:06:41,e336e726-ee8f-4b8e-8b99-dabf34ba7793,,,Naupa Llacta,Ecuador Causary,,
Ñuca Llacta,Ñanda Mañachi,Folklore Ecuatorianisimo,https://www.youtube.com/watch?v=xRei8rigCOA,,,2026-04-18 23:06:41,d46604a3-4b30-4c40-97ad-823fb094aadb,,,Nuca llacta,Ñanda Mañachi,,
Selección de San Juanitos,Proyección,Toda... Una Vida (La Nueva Expresion del Folklore de Bolivia),https://www.youtube.com/watch?v=9nuMFtP71jY,,,2026-04-18 23:06:41,96ec770d-719c-4b81-9e98-4018894d6ccd,,,Seleccion de San Juanitos,Inkari,,
Tabacundeña (Sanjuanito),Fusión Inka,Sueños,https://www.youtube.com/watch?v=1hLCpigJ024,,,2026-04-18 23:06:41,5b8ede85-ce55-487c-bb3c-0ba81a9a79ee,,,Tabacundeña,Fusion Inka,,
Yana Cuchi,Ecuador Causary,Music From The Andes,https://www.youtube.com/watch?v=C28-TX26Zvk,,,2026-04-18 23:06:41,efd03b18-9b89-4ef6-b9d0-031ee68a1435,,,Yana Cuchi,Ecuador Causary,,
Rosalia,Kamari Ec,Amores Vienen,https://www.youtube.com/watch?v=8KOpAa_hnG8,,,2026-04-18 23:06:41,8d77abc1-71b5-472e-848e-3704aab7a46a,,,Rosalía,Reynaldo Armas,,VE
Carmelita,Ecuador Causary,Music From The Andes,https://www.youtube.com/watch?v=6493VpdphCE,,,2026-04-18 23:06:41,6f54fefd-e24a-4376-8e61-5e5f66680620,,,Carmelita,Ecuador Causary,,
Mashicuna,Ecuador Causary,Music From The Andes,https://www.youtube.com/watch?v=gQy3yD6N86s,,,2026-04-18 23:06:41,f5643259-21df-438d-b7c2-be5d49e55783,,,Mashicuna,Ecuador Causary,,
Cuatro Esquinas,Ecuador Manta,Sounds of the Andes,https://www.youtube.com/watch?v=DPS-SIGWyh8,,,2026-04-18 23:06:41,31947e59-db62-4ee2-a085-34c1de5daea3,,,Cuatro Esquinas,Ecuador Manta,,
San Juanito Irlandes,Ecuador Manta,Ritmos Raices,https://www.youtube.com/watch?v=sDF0JJf3cpU,,,2026-04-18 23:06:41,1286fb77-0fbc-4a7d-bb3f-a8e11e71da37,,,Ecuador's San Juanito,Ecuador Manta,,
Carabuela (Sanjuanito),Los Folkloristas,Ecuador,https://www.youtube.com/watch?v=Iy26_2jwoXY,,,2026-04-18 23:06:41,59199512-5ed3-458c-bf1b-0ed64015582c,,,"Carabuela (sanjuanito, Ecuador)",Los Folkloristas,,MX
Taita Wagrita,Runallacta,Cariñito,https://www.youtube.com/watch?v=es0TjZu8wmg,,,2026-04-18 23:06:41,ad5af21e-c827-4406-b98c-440ac21dadca,,,Taïta,Anghjula Potentini,,FR
Ñuca Llacta,Ñanda Mañachi,Traditional Music Of The Andes,https://www.youtube.com/watch?v=4aP5F1xawMw,,,2026-04-18 23:06:41,d46604a3-4b30-4c40-97ad-823fb094aadb,,,Nuca llacta,Ñanda Mañachi,,
San Juanito,Wayra,South-American Folklore,https://www.youtube.com/watch?v=mB7xIVmQFXM,,,2026-04-18 23:06:41,a10d0e73-fd72-4393-9cc0-3b9af1ed62a6,,,San Juanito,Wayra de los Andes,,
Ecuador San Juanito,Los Incateños,"Las Mejores Clásicas Andinas para el Mundo, Vol. 90",https://www.youtube.com/watch?v=iVSzp456ee0,,,2026-04-18 23:06:41,1286fb77-0fbc-4a7d-bb3f-a8e11e71da37,,,Ecuador's San Juanito,Ecuador Manta,,
Vasija de Barro,Ecuador Manta,Sounds of the Andes,https://www.youtube.com/watch?v=6WcEg4V75KE,,,2026-04-18 23:06:41,80996a19-8d6d-4d66-92cb-fbd949d1f0b7,,,Vasija de Barro,Ecuador Manta,,
"Ballet Auca Sisa - Coreografía San Juanito ""Asi Asigu"" (KuruÑan)",Ballet Auca Sisa,,https://www.youtube.com/watch?v=Mfq8n5_CKQA,,,2026-04-18 23:06:41,8d8d189b-a32e-421c-8629-4a25d48f0cda,,,Sisa comiendo pollo,"Sisa, Melodrama",,ES
Mi Chosita,Los Duros de San Pedro de Tabacundo,El Gusto De Los Duros,https://www.youtube.com/watch?v=GbxXUH6Ygfc,,,2026-04-18 23:06:41,b91c8232-2761-49fd-942f-632c257d5de5,e74c3c52-a41e-4514-bd54-dd65dec5f07e,,La chosita,"Hermanos Yáñez, Acordeón de Pedro Ayala",,MX
EL TRANSPORTE / JUAN SANITO - Hermosas danzas folklóricas ecuatorianas EN VIVO,Media Folk,,https://www.youtube.com/watch?v=El1Thf7GGpg,,,2026-04-18 23:06:41,6216a060-072c-46e5-9fb7-223d734bf8a9,,,El Sanito,[unknown],,XW
JAWAY JAWAY - Coreografía en vivo 🇪🇨,Media Folk,,https://www.youtube.com/watch?v=-TIOrY-0bTI,,,2026-04-18 23:06:41,2aae2570-767a-4c1d-8d36-1cee2e61c124,,,Coreografía,Remate,,ES
Ángel Guaraca - Resistencia Indígena (Coreografía completa),Media Folk,,https://www.youtube.com/watch?v=RRcFlrYQP1M,,,2026-04-18 23:06:41,339031d1-37b2-41e1-9579-5bf3c6ce9916,,,Resistencia indígena,Sig Ragga,,AR
Fiesta,Jayac,16 Éxitos al Amor,https://www.youtube.com/watch?v=GXvbMpZWhYc,,,2026-04-18 23:06:41,1d3a8b46-cb36-4e33-b309-cd601d6cc596,,,Andean Fiesta,"Jayac, Jean-Pierre Fabien",,EC
San Juanito de Otro Tiempo (Sanjuanito),Los Folkloristas,Ecuador,https://www.youtube.com/watch?v=2M4tBVtyjrs,,,2026-04-18 23:06:41,08669de4-528c-43d9-b8ee-fda978333b44,,,San Juanito de otro tiempo (sanjuanito) (Ecuador),Los Folkloristas,,MX
Cariñito,Runallacta,Cariñito,https://www.youtube.com/watch?v=YKX2dOTrK40,,,2026-04-18 23:06:41,d35e9f17-49a1-426b-924f-23574c94d7fc,,,"Cariñito, cariñito",Laura León,,MX
Simiruco (Albazo de Ecuador),Hermanas Mendoza Suasti,18 Exitos de Ecuador,https://www.youtube.com/watch?v=FCWt3DBrBNI,,,2026-04-18 23:06:41,1a9e13c1-f500-44a0-8666-e0e867e30ae4,c6546826-a28e-418d-b972-7cf62f5ddb18,,Cartas de amor,Hermanas Mendoza,,US
Sin Palabras,Ecuador Manta,Ritmos Raices,https://www.youtube.com/watch?v=wMX5UhHdigA,,,2026-04-18 23:06:41,0ecdc075-9eaf-41ea-afe4-73f283be867e,,,Taquirari De La Esperanza,Ecuador Manta,,
Sanjuanito Compañero,Hermanas Mendoza Suasti,Grandes Éxitos,https://www.youtube.com/watch?v=04U4AkuNAKo,,,2026-04-18 23:06:41,70813d08-a26f-40cf-8027-5ca21dd2063a,,,Sulphur Clouds,Suasti,,MX
"Adelante (Original 12"")",Sash!,Adelante,https://www.youtube.com/watch?v=aX_Ip26Y4nQ,,,2026-04-18 23:06:41,cda9c87d-2e33-4d33-9999-b13ad601806d,,,"Adelante (Original 12"")",Sash!,,DE
The Final Countdown,Europe,The Final Countdown (Expanded Edition),https://www.youtube.com/watch?v=NNiTxUEnmKI,,,2026-04-18 23:06:41,e16cee41-bf7e-48cf-a963-09a4060845a0,,,Final Countdown,Europe,,SE
Bailando (Video Edit),Paradisio,Bailando (Video Edit),https://www.youtube.com/watch?v=G223WQ6vSII,,,2026-04-18 23:06:41,6668d54a-c11c-401c-9162-b6adb957d377,,,Bandolero (video edit),Paradisio,,BE
Brown Sugar (Remastered 2009),The Rolling Stones,Sticky Fingers,https://www.youtube.com/watch?v=Bar7SzNLnY0,,,2026-04-18 23:06:41,2795dc05-ad40-4d25-94e6-63c5d9819848,a57a1ebc-eee5-382f-9360-af951710a6a5,,Brown Sugar (Remastered 2009),The Rolling Stones,,GB
Look At Her Now,Selena Gomez,Rare,https://www.youtube.com/watch?v=ACQStGgSAs0,,,2026-04-18 23:06:41,a2228cb2-85a6-4bb1-b908-3c6a64f936a5,ad324428-d382-4828-a258-aba85d784385,,Look at Her Now,Selena Gomez,,US
Coloratura,Coldplay,Music Of The Spheres,https://www.youtube.com/watch?v=bQKfPbfokqc,,,2026-04-18 23:06:41,9c282100-52e9-423b-88e8-59c48c93d331,c3ebc27b-19b3-4bb7-8c2f-039357d41b9b,,Coloratura,Coldplay,,GB
Amapolas,Leo Rizzi,Amapolas,https://www.youtube.com/watch?v=NorfZaIkyL8,,,2026-04-18 23:06:41,bfd1df09-f8a1-437d-b500-d096c64de944,,,Amapolas,Leo Rizzi,,ES
Rhythm Is a Dancer,SNAP!,The Madman's Return,https://www.youtube.com/watch?v=yYfzC8cY4j8,,,2026-04-18 23:06:41,cc2e95bf-7355-43d2-bafb-c4451306705c,873b7da7-5b86-3d03-b76f-db47512074ed,,Rhythm Is a Dancer,Snap!,,DE
Telephone (feat. Beyoncé),Lady Gaga,The Fame Monster (International Deluxe),https://www.youtube.com/watch?v=Q6ygh2dkjZw,,,2026-04-18 23:06:41,8edbb711-65aa-4fca-b33e-8e03d1314752,,,Telephone (feat. Beyoncé),Lady Gaga,,US
Quechua,"Quintino, Thomas Gold",Quechua,https://www.youtube.com/watch?v=14Do-aTJb_U,,,2026-04-18 23:06:41,488e14c9-f8d2-4a40-b6ab-a16fdf5cc108,,,Quechua (radio edit),"Quintino, Thomas Gold",,NL
Made You Look,Meghan Trainor,Takin' It Back,https://www.youtube.com/watch?v=79vxRvYqeT4,,,2026-04-18 23:06:41,973fe6c4-ffea-4e0b-8629-5834e887fffe,0050cdc4-4433-4d9e-82e6-ec23c57dfb89,,Made You Look,Meghan Trainor,,US
Goumi,Myriam Fares,Goumi,https://www.youtube.com/watch?v=5HZHCY4LfG0,,,2026-04-18 23:06:41,dd10ea4f-0b3a-4f26-a8e8-165c3468c898,,,Bizemmetak (بذمّتك),Myriam Fares,,LB
Baianá,Bakermat,The Ringmaster,https://www.youtube.com/watch?v=O06-PTQYyVk,,,2026-04-18 23:06:41,248b193d-26e2-4c74-86ee-6db1056fabf3,7bc9f160-7b5d-418e-b818-1f3d891ef49d,,Baianá,Bakermat,,NL
SANJUANITO,Music festival Andina,MIX MUSICA ANDINA,https://www.youtube.com/watch?v=fr3tJRPxuO4,,,2026-04-18 23:06:41,86c00173-f4a8-4967-aaaf-7aa41eab49a2,,,Sanjuanito,Los Huayanay,,EC
Cuitas de Amor Sanjuanito,Los Incateños,"Las Mejores Clásicas Andinas para el Mundo, Vol. 97",https://www.youtube.com/watch?v=BkK3e8ZH4T4,,,2026-04-18 23:06:41,5ea1c150-c01b-458b-adcb-e639e657a695,,,Cuitas de Amor,Hnos. Miño Naranjo,,EC
Ponchito Negro (Sanjuanito),Los Huayanay,Aires de Ecuador,https://www.youtube.com/watch?v=2btnT6uZywo,,,2026-04-18 23:06:41,86c00173-f4a8-4967-aaaf-7aa41eab49a2,,,Sanjuanito,Los Huayanay,,EC
San Juanito,Wayra Ñan,"Tradicional, Vol. 6",https://www.youtube.com/watch?v=bj_7VdDSKts,,,2026-04-18 23:06:41,a10d0e73-fd72-4393-9cc0-3b9af1ed62a6,,,San Juanito,Wayra de los Andes,,
Ecuador San Juanito,Los Incateños,"Las Mejores Clásicas Andinas para el Mundo, Vol. 89",https://www.youtube.com/watch?v=xtTxcWDTLQ4,,,2026-04-18 23:06:41,1286fb77-0fbc-4a7d-bb3f-a8e11e71da37,,,Ecuador's San Juanito,Ecuador Manta,,
San Juanito de Otro Tiempo (feat. Arturo Aguirre),Los Folkloristas,Ecuador,https://www.youtube.com/watch?v=HAPUF1ZrDb4,,,2026-04-18 23:06:41,08669de4-528c-43d9-b8ee-fda978333b44,,,San Juanito de otro tiempo (sanjuanito) (Ecuador),Los Folkloristas,,MX
Mashua,Alpamayo,Flutes and Panpipes From the Andes,https://www.youtube.com/watch?v=OSKkSfe3m8Q,,,2026-04-18 23:06:41,004ee696-d5a1-45fe-8c1d-360865548bd0,,,Mashua (San Juanito),Alpamayo,,PE
Zig Zag,Trencito de los Andes,Zig Zag - Parte Primera,https://www.youtube.com/watch?v=skmsub8NMUk,,,2026-04-18 23:06:41,019a83b6-8e95-4601-81f9-da5dc5b77460,,,Zig Zag,Trencito de los Andes,,IT
Sanjuanito,INKAmerica,INKAmerica,https://www.youtube.com/watch?v=m-qttYUEHnw,,,2026-04-18 23:06:41,86c00173-f4a8-4967-aaaf-7aa41eab49a2,,,Sanjuanito,Los Huayanay,,EC
Rosalia-ecuador,Yarina,500 Years,https://www.youtube.com/watch?v=idT-_AAsBHI,,,2026-04-18 23:06:41,7066298b-c0ac-4ce4-af38-ef3380ad0b74,,,Rosalia-ecuador,Yarina,,EC
Jatarishun Huambritos,Llaqtaymanta,"Llaqtaymanta - Peru, Ecuador, Bolivia. Musica Tradicional de los Andes",https://www.youtube.com/watch?v=1miorGIBq7s,,,2026-04-18 23:06:41,76b76472-b8e9-412a-bfd1-52cf6dcb1f70,,,Jatarishun Huambritos,Llaqtaymanta,,
San Juanito de Otro Tiempo (Sanjuanito) [Ecuador],Los Folkloristas,Viaje Por Latinoamérica,https://www.youtube.com/watch?v=R1sqVTpUdXE,,,2026-04-18 23:06:41,08669de4-528c-43d9-b8ee-fda978333b44,,,San Juanito de otro tiempo (sanjuanito) (Ecuador),Los Folkloristas,,MX
Anillo de Oro,Festa Indigena,Andina,https://www.youtube.com/watch?v=jd4HLgZntw4,,,2026-04-18 23:06:41,e2f2b88c-f311-4c90-9bd6-71e30abdcb07,,,Anillo de oro,Xochitl,,MX
San Junatio De Mi Tierra,Ecuador Manta,Ritmos Raices,https://www.youtube.com/watch?v=KayvG66vbVA,,,2026-04-18 23:06:41,b6710b5f-f4db-4284-9585-7f62f64e2ddd,,,San Juanito De Mi Tierra,Ecuador Manta,,
SANJUANITO QUITEÑO,Music festival Andina,MIX MUSICA ANDINA,https://www.youtube.com/watch?v=Pkgz76wZy-s,,,2026-04-18 23:06:41,663bf2fc-2197-4794-8fbb-4d2f9e2826c2,,,Sanjuanito,Alborada,,US
El Pañuelito (Albazo de Ecuador version),Hermanas Mendoza Suasti,18 Exitos de Ecuador,https://www.youtube.com/watch?v=AY6kv1xRBww,,,2026-04-18 23:06:41,26c1fd70-b95a-44f1-95a0-d2074e8dc821,c64ec8b9-dce9-4a24-b603-2bfd2f1c52d1,,El amor que soñé,Hermanas Mendoza,,US
Penas mias,Ecuador Manta,Los Sanjuanitos de mi Vida,https://www.youtube.com/watch?v=R-To_QP-oXg,,,2026-04-18 23:06:41,caa2a5b9-561e-419e-bca2-f34ccf00f3ab,,,Las Penas,Ecuador Manta,,
Oro verde (Sanjuanito Moderno),David Morales Sk,Oro verde (Sanjuanito Moderno),https://www.youtube.com/watch?v=ENxncwgShg4,,,2026-04-18 23:06:41,7802f46a-6bbc-455e-8493-422f84341740,,,Oro verde,Walter Purizaca,,
Zambiceña (Sanjuanito),Yoder Chamba,Éxitos Inmortales,https://www.youtube.com/watch?v=nstuI47C34Q,,,2026-04-18 23:06:41,dde7887d-afd4-4ab8-a65e-c5d1ccd18cda,,,Zambicena,Jayac,,EC
Oruro,Ecuador Causary,Music From The Andes,https://www.youtube.com/watch?v=WRcHNrXNsrY,,,2026-04-18 23:06:41,96cd8717-d29a-4786-a984-9601ddbaaad8,,,Oruro,Ecuador Causary,,
Pobre Corazón (Sanjuanito Version),Rumiñahui,Música de Ecuador,https://www.youtube.com/watch?v=Pm076Cctoj0,,,2026-04-18 23:06:41,c7857b94-5c15-4fd7-aa53-2320769a4efd,,,Pobre Corazón (Sanjuanito),Los Brillantes,,
Popurrí de Sanjuanitos,Hermanos Chamba,Sanjuanitos Inolvidables,https://www.youtube.com/watch?v=QeALGWPCxfY,,,2026-04-18 23:06:41,f1c937df-3554-4904-8089-6618f0f8068f,,,Sanjuanitos,Chopkjas,,PE
Sanjuanito,Raices del Ande,Raices del Ande,https://www.youtube.com/watch?v=m8FJMhKIs7c,,,2026-04-18 23:06:41,b0e2795e-e208-4049-a40b-608835ac2634,,,Flautista del Ande,Alborada del Inka,,PE
Curiquingue,Los 4 Del Altiplano,Folklore Ecuatorianisimo,https://www.youtube.com/watch?v=qWtMpGrwANA,,,2026-04-18 23:06:41,468b118b-b43d-4580-a341-81bd41034e46,,,Curiquingue,[unknown],,XW
Mariposita,Jayac,Energía Vital,https://www.youtube.com/watch?v=shiLJO5gIMU,,,2026-04-18 23:06:41,ab2158fa-9716-4574-9cd8-f14410b198d9,,,Mariposita,Jayac,,EC
Peguche,Winiaypa,Sabes,https://www.youtube.com/watch?v=3QgHdH3I1Gs,,,2026-04-18 23:06:41,387b641a-80c6-4d52-8ca0-374520e4467f,,,Peguche,Quichua Mashis,,
rumiñawi,Music festival Andina,MUSICA ANDINA,https://www.youtube.com/watch?v=0WxScVDFbzA,,,2026-04-18 23:06:41,f8a4b814-ef43-46f0-a9cc-4a77774499f4,,,"Na, Na, Na You’re in Love (alternative mix instrumental)",Andina,,
Pacarin (Sanjuanito-Ecuador),Tahauntinsuyo,Tahuantinsuyo - Music of the Andes,https://www.youtube.com/watch?v=M8d8MNYvJbU,,,2026-04-18 23:06:41,59199512-5ed3-458c-bf1b-0ed64015582c,,,"Carabuela (sanjuanito, Ecuador)",Los Folkloristas,,MX
Cantando Se Alegra La Vida (San Juanito),Los Cuatro del Altiplano,Música Tradicional de Ecuador,https://www.youtube.com/watch?v=BFBmfaLcAEM,,,2026-04-18 23:06:41,9f542655-a409-43ff-a03c-208bfd66397b,,,San Juanito,Los Chakis,,
Sanjuanitos,Los Incateños,"Las Mejores Clásicas Andinas para el Mundo, Vol. 12",https://www.youtube.com/watch?v=AgWFo5j_08w,,,2026-04-18 23:06:41,f1c937df-3554-4904-8089-6618f0f8068f,,,Sanjuanitos,Chopkjas,,PE
Carabuela (Sanjuanito Version),Rumiñahui,Música de Ecuador,https://www.youtube.com/watch?v=fWQqkhbSm5k,,,2026-04-18 23:06:41,59199512-5ed3-458c-bf1b-0ed64015582c,,,"Carabuela (sanjuanito, Ecuador)",Los Folkloristas,,MX
Longuita Imbabureña (Sanjuanito Version),Rumiñahui,Música de Ecuador,https://www.youtube.com/watch?v=Hob-Yck8kLQ,,,2026-04-18 23:06:41,f0f81224-5b1b-44d0-9135-64da706a53f5,,,Imbaburena,Viento de los Andes,,US
La Mentirosa (Sanjuanito Version),Rumiñahui,Música de Ecuador,https://www.youtube.com/watch?v=AVrOjO5m5bw,,,2026-04-18 23:06:41,9e78b4cb-e104-4375-88ee-00639302e145,,,La Mentirosa,Mamborama,,
Angustia (Tonada Version),Rumiñahui,Música de Ecuador,https://www.youtube.com/watch?v=Xe-Ie_ruz4I,,,2026-04-18 23:06:41,997dd340-5ab0-4679-8565-66182df830cc,,,Tonada y arpa (alternative version),Mauricio E. Venegas-Astorga,,GB
Imposible Olvidarte (Sanjuanito Version),Rumiñahui,Música de Ecuador,https://www.youtube.com/watch?v=1DLkVskYD9k,,,2026-04-18 23:06:41,10d4336f-3a32-46b2-ab6e-a315ec6bf140,,,Imposible olvidarte,Pesado,,MX
Chagrita Caprichosa (Sanjuanito - Ecuador),Orquesta Achalay,"Musica de los Andes (Musica de Bolivia, Peru, Ecuador, Argentina)",https://www.youtube.com/watch?v=5yvLke4cQio,,,2026-04-18 23:06:41,117fbe5b-17b2-4965-9746-038ab5706bf2,,,Chagrita Caprichosa,Los Curacas,,CL
Curiquingue - Yamor (Sanjuanito version),Eduardo Cadena-El Charango de Ecuador,Cuchara de Palo,https://www.youtube.com/watch?v=uV68mNAuTsM,,,2026-04-18 23:06:41,9b8c32ac-cb66-4d37-b3dc-8ec04a3efcc8,,,Yamor 90,Ecuador Inkas,,
Carabuela - Amores hallaras (Sanjuanito version),Eduardo Cadena-El Charango de Ecuador,Cuchara de Palo,https://www.youtube.com/watch?v=GcRSLHKX67Q,,,2026-04-18 23:06:41,506fe827-5f37-4974-b546-4c234c76b6df,,,Amores Hallaras,"Los Calchakis, Guillermo de la Roca",,AR
Tres Bandolines (San Juanito),Los Incateños,"Las Mejores Clásicas Andinas para el Mundo, Vol. 47",https://www.youtube.com/watch?v=_gzFl1U1Or0,,,2026-04-18 23:06:41,5e71803e-9026-429d-bda3-6b84e6a3a795,f73f98bc-2e5e-4c85-bde6-4c1fb6404453,,San Juanito,Los Sabandeños,,ES
Ponchito,Diaspora,Ritmos En La Sangre,https://www.youtube.com/watch?v=bofUKBej2qU,,,2026-04-18 23:06:41,cb29aad6-cac3-4958-b461-e823bd9bd21d,,,Ponchito,Tuparik,,
Ñuca Llacta,Huayra Yacu Daulis,Ñuca Llacta,https://www.youtube.com/watch?v=HgWF_p-Xw7k,,,2026-04-18 23:06:41,32ae78a9-5f60-4ef3-a6ac-8b20eafb2f81,,,Ñuca Llacta,Inkari,,
Mama Doña (Sanjuanito),Los Huayanay,Aires de Ecuador,https://www.youtube.com/watch?v=sG-kjyH1kJs,,,2026-04-18 23:06:41,86c00173-f4a8-4967-aaaf-7aa41eab49a2,,,Sanjuanito,Los Huayanay,,EC
El transporte,Jarawi,El transporte,https://www.youtube.com/watch?v=hUpgR_SsXeM,,,2026-04-18 23:06:41,f5801293-f88c-43fb-ac0d-694760738401,,,Transporte,Trópico Esmeralda,,
Chamizas - Pobre corazón - Cantando como yo canto (Sanjuanito version),Eduardo Cadena-El Charango de Ecuador,Al Besar un Pétalo,https://www.youtube.com/watch?v=RR7VSceZlf8,,,2026-04-18 23:06:41,c7857b94-5c15-4fd7-aa53-2320769a4efd,,,Pobre Corazón (Sanjuanito),Los Brillantes,,
San Juanito,Los Incateños,Andean Music for the World,https://www.youtube.com/watch?v=jKwdiVjzP7I,,,2026-04-18 23:06:41,9f542655-a409-43ff-a03c-208bfd66397b,,,San Juanito,Los Chakis,,
San Juanito,Juan Rodriguez y Tipica,Mood Music - Listen to the Andes,https://www.youtube.com/watch?v=CHQHcDEkWs0,,,2026-04-18 23:06:41,e0a40028-8699-434c-88e5-ede01d48bb9b,,,San Juanito compañero,Don Medardo y sus Players,,EC
Cuando Vengo Nomas Vengo,Paulina Tamayo,Siempre Grande (Solo Éxitos),https://www.youtube.com/watch?v=d4QUSqbDtb8,,,2026-04-18 23:06:41,d44f8db0-85df-4040-9b1e-3ce56779be15,,,Vengo con sed,Eilyn Paulina,,DO
Sanjuanito En Si,Cesar Espinoza,Kutin Takishun,https://www.youtube.com/watch?v=C4jcZnDSO9k,,,2026-04-18 23:06:41,1c3e8b11-a211-4f26-8799-f6802cae0edb,,,Let It Be,Cesar Espinoza,,
Llorando Mi Sanjuanito: Ña Anguita De Mis Amores / La Minga / Condor Mensajero,Amor Paisano,Llorando Mi Sanjuanito,https://www.youtube.com/watch?v=qiGul9jmUqg,,,2026-04-18 23:06:41,2c8e726e-bf56-4e19-ad98-c7a21a212119,,,Mis amores de ayer,"Rodolfo Biagi, Alberto Amor",,AR
Kishuar,Gonzalo Nicolas,El Ritmo Más Sonado (Edited),https://www.youtube.com/watch?v=lpjn8YbdIj0,,,2026-04-18 23:06:41,b6c802f0-8740-4848-a45d-19ba4893fc75,,,Quien piensa en ti,Gonzalo,,
Canmandalla Kautsani,Llaqtaymanta,"Llaqtaymanta - Peru, Ecuador, Bolivia. Musica Tradicional de los Andes",https://www.youtube.com/watch?v=E1IpNWVdmlg,,,2026-04-18 23:06:41,d73f914b-d50e-41b0-9d0a-da82d547265d,,,Canmandalla Kautsani,Llaqtaymanta,,
Ponchito de Colores San Juanito,Los Uros De Titicaca,Ñuca Llacta Vol.6,https://www.youtube.com/watch?v=xV0JVZAEsxQ,,,2026-04-18 23:06:41,5143ef4a-fb11-4c28-8af3-aa6afe103ee9,,,La fiesta de San Benito,Los Uros del Titicaca,,PE
Sanjuanito Travieso,Traviesos Del Amor,Sanjuanito Travieso,https://www.youtube.com/watch?v=vPzWg3sBQ0o,,,2026-04-18 23:06:41,46ceaf35-eb25-4d20-9bdb-ac1a3ad9d19c,,,Amigo travieso,Las Chicas del Can,,DO
18 Sanjuanitos en Requinto,Yoder Chamba,18 Sanjuanitos en Requinto,https://www.youtube.com/watch?v=htxVjLi9tu4,,,2026-04-18 23:06:41,f1c937df-3554-4904-8089-6618f0f8068f,,,Sanjuanitos,Chopkjas,,PE
Lacito Blanco (En Vivo),Hermanas Mendoza Suasti,Obras Cumbres Del Ecuador (En Vivo),https://www.youtube.com/watch?v=EQ-BN_mFnsI,,,2026-04-18 23:06:41,8a201888-3cf1-4719-838e-64a07dab7369,,,Yo vivo en la parranda,Las Hermanas Mendoza,,US
Sanjuanito para Juanita,Rodrigo Tobar,¿Cuándo?,https://www.youtube.com/watch?v=NwHI19cADYY,,,2026-04-18 23:06:41,81d192fb-fa78-4830-80a7-be1a608c08a0,,,La Fiesta,Rodrigo Tobar,,
Sanjuanito's Song,"Classical Hits, Collective Andean Melodies, & Los Incateños",Contemplating Andean Music - Incateños,https://www.youtube.com/watch?v=S5J5WeTEOQw,,,2026-04-18 23:06:41,86c00173-f4a8-4967-aaaf-7aa41eab49a2,,,Sanjuanito,Los Huayanay,,EC
